Date,Value,,,,,,,,,,,,,,,,,,,,,,,
01-09-2011,258.4,,,,,,,,,,,,,,,,,,,,,,,
01-10-2011,0,,,,,,,,,,,,,,,,,,,,,,,
01-11-2011,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2011,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2012,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-02-2012,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-2012,10.55,,,,,,,,,,,,,,,,,,,,,,,
01-04-2012,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-05-2012,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-06-2012,89.65,,,,,,,,,,,,,,,,,,,,,,,
01-07-2012,295.31,,,,,,,,,,,,,,,,,,,,,,,
01-08-2012,316.41,,,,,,,,,,,,,,,,,,,,,,,
01-09-2012,163.48,,,,,,,,,,,,,,,,,,,,,,,
01-10-2012,31.64,,,,,,,,,,,,,,,,,,,,,,,
01-11-2012,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-12-2012,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2013,0,,,,,,,,,,,,,,,,,,,,,,,
01-02-2013,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-03-2013,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-2013,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-05-2013,84.38,,,,,,,,,,,,,,,,,,,,,,,
01-06-2013,105.47,,,,,,,,,,,,,,,,,,,,,,,
01-07-2013,94.92,,,,,,,,,,,,,,,,,,,,,,,
01-08-2013,158.2,,,,,,,,,,,,,,,,,,,,,,,
01-09-2013,200.39,,,,,,,,,,,,,,,,,,,,,,,
01-10-2013,200.39,,,,,,,,,,,,,,,,,,,,,,,
01-11-2013,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2013,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2014,31.64,,,,,,,,,,,,,,,,,,,,,,,
01-02-2014,36.91,,,,,,,,,,,,,,,,,,,,,,,
01-03-2014,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-04-2014,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-2014,79.1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2014,84.38,,,,,,,,,,,,,,,,,,,,,,,
01-07-2014,253.12,,,,,,,,,,,,,,,,,,,,,,,
01-08-2014,311.13,,,,,,,,,,,,,,,,,,,,,,,
01-09-2014,174.02,,,,,,,,,,,,,,,,,,,,,,,
01-10-2014,36.91,,,,,,,,,,,,,,,,,,,,,,,
01-11-2014,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2014,0,,,,,,,,,,,,,,,,,,,,,,,
